StichtagDatJahr,QuarSort,QuarCd,QuarLang,KreisSort,WegOrtSort,WegOrtLang,WegBezirkSort,WegBezirkLang,WegKtSort,WegKtLang,WegLandSort,WegLandLang,WegRegionSort,WegRegionLang,WegKontinentSort,WegKontinentLang,AnzWezuWir
2014,92,092,"Altstetten",9,2206,"Marly",1004,"District de la Sarine",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,63,063,"Oberstrass",6,195,"Maur",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,123,123,"Hirzenbach",12,5194,"Manno",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,122,122,"Schwamendingen-Mitte",12,6110,"Leuk",2306,"Bezirk Leuk",23,"Valais / Wallis",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,4831,"Müllheim",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,42,042,"Langstrasse",4,153,"Hombrechtikon",107,"Bezirk Meilen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,91,091,"Albisrieden",9,136,"Langnau am Albis",106,"Bezirk Horgen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",7
2014,102,102,"Wipkingen",10,5192,"Lugano",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,221,"Hettlingen",110,"Bezirk Winterthur",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,51,051,"Gewerbeschule",5,221,"Hettlingen",110,"Bezirk Winterthur",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,155,"Männedorf",107,"Bezirk Meilen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,111,111,"Affoltern",11,174,"Illnau-Effretikon",108,"Bezirk Pfäffikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,51,051,"Gewerbeschule",5,4009,"Muhen",1901,"Bezirk Aarau",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,34,034,"Sihlfeld",3,195,"Maur",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,24,024,"Enge",2,195,"Maur",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,121,121,"Saatlen",12,196,"Mönchaltorf",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,33,033,"Friesenberg",3,195,"Maur",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,92,092,"Altstetten",9,5192,"Lugano",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,115,115,"Oerlikon",11,3214,"Mörschwil",1722,"Wahlkreis Rorschach",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,101,101,"Höngg",10,196,"Mönchaltorf",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,81,081,"Seefeld",8,3214,"Mörschwil",1722,"Wahlkreis Rorschach",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,71,071,"Fluntern",7,3214,"Mörschwil",1722,"Wahlkreis Rorschach",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,92,092,"Altstetten",9,174,"Illnau-Effretikon",108,"Bezirk Pfäffikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",9
2014,92,092,"Altstetten",9,1091,"Mauensee",314,"Wahlkreis Sursee",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,122,122,"Schwamendingen-Mitte",12,4203,"Möriken-Wildegg",1907,"Bezirk Lenzburg",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,21,021,"Wollishofen",2,195,"Maur",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,121,121,"Saatlen",12,1061,"Luzern",311,"Wahlkreis Luzern-Stadt",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,196,"Mönchaltorf",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,51,051,"Gewerbeschule",5,196,"Mönchaltorf",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,101,101,"Höngg",10,4313,"Leuggern",1911,"Bezirk Zurzach",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,91,091,"Albisrieden",9,155,"Männedorf",107,"Bezirk Meilen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,115,115,"Oerlikon",11,5642,"Morges",2227,"District de Morges",22,"Vaud",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,42,042,"Langstrasse",4,587,"Matten bei Interlaken",250,"Verwaltungskreis Interlaken-Oberhasli",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,196,"Mönchaltorf",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,74,074,"Witikon",7,5113,"Locarno",2104,"Distretto di Locarno",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,4199,"Holderbank (AG)",1907,"Bezirk Lenzburg",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,13,013,"Lindenhof",1,195,"Maur",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,101,101,"Höngg",10,5642,"Morges",2227,"District de Morges",22,"Vaud",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,115,115,"Oerlikon",11,5196,"Massagno",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,72,072,"Hottingen",7,5192,"Lugano",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,81,081,"Seefeld",8,5642,"Morges",2227,"District de Morges",22,"Vaud",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,71,071,"Fluntern",7,4591,"Matzingen",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,4254,"Möhlin",1909,"Bezirk Rheinfelden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,41,041,"Werd",4,5196,"Massagno",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,1032,"Hohenrain",313,"Wahlkreis Hochdorf",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,21,021,"Wollishofen",2,5196,"Massagno",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,121,121,"Saatlen",12,3663,"Masein",1823,"Bezirk Hinterrhein",18,"Graubünden / Grigioni / Grischun",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,83,083,"Weinegg",8,155,"Männedorf",107,"Bezirk Meilen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,21,021,"Wollishofen",2,5642,"Morges",2227,"District de Morges",22,"Vaud",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,11,011,"Rathaus",1,5642,"Morges",2227,"District de Morges",22,"Vaud",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,21,021,"Wollishofen",2,6203,"Mörel-Filet",2309,"Bezirk Raron",23,"Valais / Wallis",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,81,081,"Seefeld",8,155,"Männedorf",107,"Bezirk Meilen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,115,115,"Oerlikon",11,4201,"Lenzburg",1907,"Bezirk Lenzburg",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,122,122,"Schwamendingen-Mitte",12,2476,"Hofstetten-Flüh",1104,"Bezirk Dorneck",11,"Solothurn",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,41,041,"Werd",4,8,"Maschwanden",101,"Bezirk Affoltern",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,115,115,"Oerlikon",11,543,"Mattstetten",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,101,101,"Höngg",10,5118,"Minusio",2104,"Distretto di Locarno",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,51,051,"Gewerbeschule",5,5586,"Lausanne",2225,"District de Lausanne",22,"Vaud",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,63,063,"Oberstrass",6,6136,"Martigny",2307,"District de Martigny",23,"Valais / Wallis",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,71,071,"Fluntern",7,174,"Illnau-Effretikon",108,"Bezirk Pfäffikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,102,102,"Wipkingen",10,5196,"Massagno",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,63,063,"Oberstrass",6,544,"Moosseedorf",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,44,044,"Hard",4,544,"Moosseedorf",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,123,123,"Hirzenbach",12,152,"Herrliberg",107,"Bezirk Meilen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,123,123,"Hirzenbach",12,5886,"Montreux",2230,"District de la Riviera-Pays-d'Enhaut",22,"Vaud",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,92,092,"Altstetten",9,4941,"Märstetten",2015,"Bezirk Weinfelden",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,81,081,"Seefeld",8,6416,"Milvignes",2401,"District de Boudry",24,"Neuchâtel",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,101,101,"Höngg",10,4201,"Lenzburg",1907,"Bezirk Lenzburg",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,63,063,"Oberstrass",6,2140,"Marsens",1003,"District de la Gruyère",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,102,102,"Wipkingen",10,2206,"Marly",1004,"District de la Sarine",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,2206,"Marly",1004,"District de la Sarine",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",0
2014,42,042,"Langstrasse",4,5192,"Lugano",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,111,111,"Affoltern",11,152,"Herrliberg",107,"Bezirk Meilen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,63,063,"Oberstrass",6,59,"Hochfelden",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,92,092,"Altstetten",9,5194,"Manno",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,42,042,"Langstrasse",4,5886,"Montreux",2230,"District de la Riviera-Pays-d'Enhaut",22,"Vaud",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,1061,"Luzern",311,"Wahlkreis Luzern-Stadt",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",7
2014,72,072,"Hottingen",7,155,"Männedorf",107,"Bezirk Meilen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,34,034,"Sihlfeld",3,5886,"Montreux",2230,"District de la Riviera-Pays-d'Enhaut",22,"Vaud",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,123,123,"Hirzenbach",12,9,"Mettmenstetten",101,"Bezirk Affoltern",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,121,121,"Saatlen",12,9,"Mettmenstetten",101,"Bezirk Affoltern",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,8,"Maschwanden",101,"Bezirk Affoltern",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,92,092,"Altstetten",9,8,"Maschwanden",101,"Bezirk Affoltern",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,21,021,"Wollishofen",2,1061,"Luzern",311,"Wahlkreis Luzern-Stadt",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",6
2014,34,034,"Sihlfeld",3,89,"Niederglatt",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,115,115,"Oerlikon",11,88,"Neerach",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,4140,"Oberkulm",1905,"Bezirk Kulm",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,92,092,"Altstetten",9,4140,"Oberkulm",1905,"Bezirk Kulm",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,63,063,"Oberstrass",6,5120,"Muralto",2104,"Distretto di Locarno",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,89,"Niederglatt",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,44,044,"Hard",4,90,"Niederhasli",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,92,092,"Altstetten",9,91,"Niederweningen",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,119,119,"Seebach",11,1368,"Oberiberg",506,"Bezirk Schwyz",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,34,034,"Sihlfeld",3,668,"Mühleberg",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,115,115,"Oerlikon",11,2492,"Kienberg",1105,"Bezirk Gösgen",11,"Solothurn",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,981,"Niederbipp",244,"Verwaltungskreis Oberaargau",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,102,102,"Wipkingen",10,4237,"Oberrüti",1908,"Bezirk Muri",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,72,072,"Hottingen",7,4237,"Oberrüti",1908,"Bezirk Muri",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,34,034,"Sihlfeld",3,4237,"Oberrüti",1908,"Bezirk Muri",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,196,"Mönchaltorf",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",10
2014,51,051,"Gewerbeschule",5,743,"Nidau",242,"Verwaltungskreis Biel/Bienne",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,2497,"Obergösgen",1105,"Bezirk Gösgen",11,"Solothurn",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,4037,"Oberrohrdorf",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,42,042,"Langstrasse",4,91,"Niederweningen",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,82,082,"Mühlebach",8,88,"Neerach",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,33,033,"Friesenberg",3,90,"Niederhasli",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,123,123,"Hirzenbach",12,92,"Oberglatt",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",7
2014,63,063,"Oberstrass",6,4037,"Oberrohrdorf",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,4030,"Killwangen",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,13,013,"Lindenhof",1,4030,"Killwangen",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",0
2014,61,061,"Unterstrass",6,4037,"Oberrohrdorf",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,612,"Konolfingen",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,119,119,"Seebach",11,1705,"Neuheim",900,"Kanton Zug",9,"Zug",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,92,092,"Altstetten",9,196,"Mönchaltorf",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,122,122,"Schwamendingen-Mitte",12,3254,"Oberriet (SG)",1723,"Wahlkreis Rheintal",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,102,102,"Wipkingen",10,3254,"Oberriet (SG)",1723,"Wahlkreis Rheintal",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,115,115,"Oerlikon",11,355,"Köniz",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,122,122,"Schwamendingen-Mitte",12,137,"Oberrieden",106,"Bezirk Horgen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,121,121,"Saatlen",12,2937,"Neuhausen am Rheinfall",1403,"Bezirk Schaffhausen",14,"Schaffhausen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,2937,"Neuhausen am Rheinfall",1403,"Bezirk Schaffhausen",14,"Schaffhausen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,102,102,"Wipkingen",10,355,"Köniz",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,92,092,"Altstetten",9,355,"Köniz",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",7
2014,102,102,"Wipkingen",10,137,"Oberrieden",106,"Bezirk Horgen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,51,051,"Gewerbeschule",5,2495,"Niedergösgen",1105,"Bezirk Gösgen",11,"Solothurn",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,91,091,"Albisrieden",9,2937,"Neuhausen am Rheinfall",1403,"Bezirk Schaffhausen",14,"Schaffhausen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,2265,"Kerzers",1005,"Bezirk See / District du Lac",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,42,042,"Langstrasse",4,196,"Mönchaltorf",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,24,024,"Enge",2,4035,"Niederrohrdorf",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,52,052,"Escher Wyss",5,2937,"Neuhausen am Rheinfall",1403,"Bezirk Schaffhausen",14,"Schaffhausen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,122,122,"Schwamendingen-Mitte",12,4204,"Niederlenz",1907,"Bezirk Lenzburg",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,119,119,"Seebach",11,4204,"Niederlenz",1907,"Bezirk Lenzburg",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,44,044,"Hard",4,2937,"Neuhausen am Rheinfall",1403,"Bezirk Schaffhausen",14,"Schaffhausen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,51,051,"Gewerbeschule",5,5119,"Mosogno",2104,"Distretto di Locarno",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,23,023,"Leimbach",2,2937,"Neuhausen am Rheinfall",1403,"Bezirk Schaffhausen",14,"Schaffhausen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,71,071,"Fluntern",7,355,"Köniz",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,156,"Meilen",107,"Bezirk Meilen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",10
2014,73,073,"Hirslanden",7,137,"Oberrieden",106,"Bezirk Horgen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,119,119,"Seebach",11,4034,"Neuenhof",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,123,123,"Hirzenbach",12,4034,"Neuenhof",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,92,092,"Altstetten",9,4204,"Niederlenz",1907,"Bezirk Lenzburg",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,111,111,"Affoltern",11,4034,"Neuenhof",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,42,042,"Langstrasse",4,355,"Köniz",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,42,042,"Langstrasse",4,137,"Oberrieden",106,"Bezirk Horgen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,13,013,"Lindenhof",1,223,"Neftenbach",110,"Bezirk Winterthur",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,89,"Niederglatt",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",12
2014,83,083,"Weinegg",8,92,"Oberglatt",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,24,024,"Enge",2,355,"Köniz",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,23,023,"Leimbach",2,355,"Köniz",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,34,034,"Sihlfeld",3,137,"Oberrieden",106,"Bezirk Horgen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,33,033,"Friesenberg",3,137,"Oberrieden",106,"Bezirk Horgen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,4034,"Neuenhof",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,31,031,"Alt-Wiedikon",3,137,"Oberrieden",106,"Bezirk Horgen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",11
2014,111,111,"Affoltern",11,4666,"Kemmental",2013,"Bezirk Kreuzlingen",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,44,044,"Hard",4,4034,"Neuenhof",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,115,115,"Oerlikon",11,3423,"Niederhelfenschwil",1728,"Wahlkreis Wil",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,34,034,"Sihlfeld",3,4034,"Neuenhof",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,101,101,"Höngg",10,3423,"Niederhelfenschwil",1728,"Wahlkreis Wil",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,44,044,"Hard",4,92,"Oberglatt",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",11
2014,115,115,"Oerlikon",11,4276,"Kölliken",1910,"Bezirk Zofingen",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,92,092,"Altstetten",9,89,"Niederglatt",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,33,033,"Friesenberg",3,4034,"Neuenhof",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,3378,"Neckertal",1727,"Wahlkreis Toggenburg",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,101,101,"Höngg",10,135,"Kilchberg (ZH)",106,"Bezirk Horgen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",15
2014,41,041,"Werd",4,92,"Oberglatt",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,122,122,"Schwamendingen-Mitte",12,90,"Niederhasli",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,119,119,"Seebach",11,90,"Niederhasli",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",27
2014,34,034,"Sihlfeld",3,92,"Oberglatt",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",6
2014,31,031,"Alt-Wiedikon",3,92,"Oberglatt",104,"Bezirk Dielsdorf",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
