StichtagDatJahr,QuarSort,QuarCd,QuarLang,KreisSort,WegOrtSort,WegOrtLang,WegBezirkSort,WegBezirkLang,WegKtSort,WegKtLang,WegLandSort,WegLandLang,WegRegionSort,WegRegionLang,WegKontinentSort,WegKontinentLang,AnzWezuWir
2014,44,044,"Hard",4,1085,"Geuensee",314,"Wahlkreis Sursee",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,51,051,"Gewerbeschule",5,2519,"Gerlafingen",1106,"Bezirk Wasseramt",11,"Solothurn",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,3982,"Disentis/Mustér",1831,"Bezirk Surselva",18,"Graubünden / Grigioni / Grischun",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,123,123,"Hirzenbach",12,244,"Geroldswil",111,"Bezirk Dietikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,1086,"Grosswangen",314,"Wahlkreis Sursee",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,91,091,"Albisrieden",9,4566,"Frauenfeld",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,61,061,"Unterstrass",6,4028,"Freienwil",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,244,"Geroldswil",111,"Bezirk Dietikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,102,102,"Wipkingen",10,244,"Geroldswil",111,"Bezirk Dietikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,5187,"Gravesano",2105,"Distretto di Lugano",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,51,051,"Gewerbeschule",5,56,"Embrach",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,115,115,"Oerlikon",11,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",8
2014,91,091,"Albisrieden",9,244,"Geroldswil",111,"Bezirk Dietikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,11,011,"Rathaus",1,576,"Grindelwald",250,"Verwaltungskreis Interlaken-Oberhasli",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,51,051,"Gewerbeschule",5,6263,"Grimisuat",2312,"District de Sion",23,"Valais / Wallis",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,6058,"Fieschertal",2304,"Bezirk Goms",23,"Valais / Wallis",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,1056,"Greppen",312,"Wahlkreis Luzern-Land",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,2546,"Grenchen",1107,"Bezirk Lebern",11,"Solothurn",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,11,011,"Rathaus",1,563,"Frutigen",249,"Verwaltungskreis Frutigen-Niedersimmental",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,119,119,"Seebach",11,4194,"Dintikon",1907,"Bezirk Lenzburg",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,101,101,"Höngg",10,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",7
2014,115,115,"Oerlikon",11,5817,"Grandcour",2222,"District de la Broye-Vully",22,"Vaud",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,33,033,"Friesenberg",3,56,"Embrach",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,56,"Embrach",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,119,119,"Seebach",11,193,"Fällanden",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",14
2014,82,082,"Mühlebach",8,244,"Geroldswil",111,"Bezirk Dietikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,73,073,"Hirslanden",7,244,"Geroldswil",111,"Bezirk Dietikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,63,063,"Oberstrass",6,244,"Geroldswil",111,"Bezirk Dietikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,44,044,"Hard",4,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,52,052,"Escher Wyss",5,244,"Geroldswil",111,"Bezirk Dietikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,101,101,"Höngg",10,57,"Freienstein-Teufen",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,12,012,"Hochschulen",1,3273,"Grabs",1724,"Wahlkreis Werdenberg",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,11,011,"Rathaus",1,56,"Embrach",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,91,091,"Albisrieden",9,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",11
2014,83,083,"Weinegg",8,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,122,122,"Schwamendingen-Mitte",12,2196,"Fribourg",1004,"District de la Sarine",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,122,122,"Schwamendingen-Mitte",12,219,"Elsau",110,"Bezirk Winterthur",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,71,071,"Fluntern",7,4566,"Frauenfeld",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,1054,"Ebikon",312,"Wahlkreis Luzern-Land",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,244,"Geroldswil",111,"Bezirk Dietikon",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,115,115,"Oerlikon",11,115,"Gossau (ZH)",105,"Bezirk Hinwil",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,111,111,"Affoltern",11,194,"Greifensee",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",6
2014,44,044,"Hard",4,1322,"Freienbach",503,"Bezirk Höfe",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",7
2014,111,111,"Affoltern",11,2519,"Gerlafingen",1106,"Bezirk Wasseramt",11,"Solothurn",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,44,044,"Hard",4,219,"Elsau",110,"Bezirk Winterthur",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,113,"Dürnten",105,"Bezirk Hinwil",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",6
2014,122,122,"Schwamendingen-Mitte",12,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,57,"Freienstein-Teufen",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,81,081,"Seefeld",8,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,74,074,"Witikon",7,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,119,119,"Seebach",11,217,"Elgg",110,"Bezirk Winterthur",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,119,119,"Seebach",11,4566,"Frauenfeld",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",8
2014,102,102,"Wipkingen",10,217,"Elgg",110,"Bezirk Winterthur",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,74,074,"Witikon",7,194,"Greifensee",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,115,115,"Oerlikon",11,2196,"Fribourg",1004,"District de la Sarine",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,102,102,"Wipkingen",10,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,91,091,"Albisrieden",9,113,"Dürnten",105,"Bezirk Hinwil",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,63,063,"Oberstrass",6,194,"Greifensee",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,61,061,"Unterstrass",6,194,"Greifensee",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,42,042,"Langstrasse",4,115,"Gossau (ZH)",105,"Bezirk Hinwil",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",7
2014,92,092,"Altstetten",9,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,123,123,"Hirzenbach",12,1301,"Einsiedeln",501,"Bezirk Einsiedeln",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,92,092,"Altstetten",9,4566,"Frauenfeld",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,21,021,"Wollishofen",2,115,"Gossau (ZH)",105,"Bezirk Hinwil",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,122,122,"Schwamendingen-Mitte",12,1322,"Freienbach",503,"Bezirk Höfe",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,71,071,"Fluntern",7,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,119,119,"Seebach",11,3443,"Gossau (SG)",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,72,072,"Hottingen",7,4566,"Frauenfeld",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,101,101,"Höngg",10,3443,"Gossau (SG)",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,102,102,"Wipkingen",10,3732,"Flims",1824,"Bezirk Imboden",18,"Graubünden / Grigioni / Grischun",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,4006,"Gränichen",1901,"Bezirk Aarau",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,81,081,"Seefeld",8,1321,"Feusisberg",503,"Bezirk Höfe",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,74,074,"Witikon",7,1321,"Feusisberg",503,"Bezirk Höfe",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,91,091,"Albisrieden",9,4006,"Gränichen",1901,"Bezirk Aarau",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,4006,"Gränichen",1901,"Bezirk Aarau",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,44,044,"Hard",4,2473,"Dornach",1104,"Bezirk Dorneck",11,"Solothurn",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,72,072,"Hottingen",7,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,31,031,"Alt-Wiedikon",3,4006,"Gränichen",1901,"Bezirk Aarau",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,23,023,"Leimbach",2,4006,"Gränichen",1901,"Bezirk Aarau",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,83,083,"Weinegg",8,2196,"Fribourg",1004,"District de la Sarine",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,52,052,"Escher Wyss",5,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,1301,"Einsiedeln",501,"Bezirk Einsiedeln",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,42,042,"Langstrasse",4,191,"Dübendorf",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",23
2014,92,092,"Altstetten",9,3273,"Grabs",1724,"Wahlkreis Werdenberg",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,71,071,"Fluntern",7,1321,"Feusisberg",503,"Bezirk Höfe",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,101,101,"Höngg",10,4029,"Gebenstorf",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,33,033,"Friesenberg",3,4566,"Frauenfeld",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,42,042,"Langstrasse",4,4135,"Gontenschwil",1905,"Bezirk Kulm",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,24,024,"Enge",2,4135,"Gontenschwil",1905,"Bezirk Kulm",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,34,034,"Sihlfeld",3,1301,"Einsiedeln",501,"Bezirk Einsiedeln",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,42,042,"Langstrasse",4,4566,"Frauenfeld",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,1301,"Einsiedeln",501,"Bezirk Einsiedeln",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,101,101,"Höngg",10,1322,"Freienbach",503,"Bezirk Höfe",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,21,021,"Wollishofen",2,113,"Dürnten",105,"Bezirk Hinwil",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,115,115,"Oerlikon",11,3341,"Gommiswald",1726,"Wahlkreis See-Gaster",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,115,"Gossau (ZH)",105,"Bezirk Hinwil",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,41,041,"Werd",4,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,44,044,"Hard",4,3402,"Flawil",1728,"Wahlkreis Wil",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,115,115,"Oerlikon",11,26,"Dorf",102,"Bezirk Andelfingen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,21,021,"Wollishofen",2,3341,"Gommiswald",1726,"Wahlkreis See-Gaster",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,44,044,"Hard",4,4029,"Gebenstorf",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,14,014,"City",1,1301,"Einsiedeln",501,"Bezirk Einsiedeln",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,91,091,"Albisrieden",9,2573,"Dulliken",1108,"Bezirk Olten",11,"Solothurn",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,42,042,"Langstrasse",4,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,74,074,"Witikon",7,115,"Gossau (ZH)",105,"Bezirk Hinwil",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,538,"Fraubrunnen",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,24,024,"Enge",2,1321,"Feusisberg",503,"Bezirk Höfe",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,63,063,"Oberstrass",6,115,"Gossau (ZH)",105,"Bezirk Hinwil",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,115,"Gossau (ZH)",105,"Bezirk Hinwil",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,61,061,"Unterstrass",6,4566,"Frauenfeld",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,4049,"Ehrendingen",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",9
2014,111,111,"Affoltern",11,58,"Glattfelden",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,83,083,"Weinegg",8,1322,"Freienbach",503,"Bezirk Höfe",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,92,092,"Altstetten",9,4049,"Ehrendingen",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,123,123,"Hirzenbach",12,3443,"Gossau (SG)",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,92,092,"Altstetten",9,58,"Glattfelden",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",6
2014,121,121,"Saatlen",12,3443,"Gossau (SG)",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,61,061,"Unterstrass",6,538,"Fraubrunnen",246,"Verwaltungskreis Bern-Mittelland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,3443,"Gossau (SG)",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,102,102,"Wipkingen",10,3443,"Gossau (SG)",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
2014,91,091,"Albisrieden",9,3443,"Gossau (SG)",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,74,074,"Witikon",7,3443,"Gossau (SG)",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,58,"Glattfelden",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,24,024,"Enge",2,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",6
2014,44,044,"Hard",4,3443,"Gossau (SG)",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,115,115,"Oerlikon",11,4411,"Egnach",2011,"Bezirk Arbon",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,102,102,"Wipkingen",10,2293,"Düdingen",1006,"Bezirk Sense",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,1631,"Glarus Süd",800,"Kanton Glarus",8,"Glarus",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,34,034,"Sihlfeld",3,3443,"Gossau (SG)",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,61,061,"Unterstrass",6,3292,"Flums",1725,"Wahlkreis Sarganserland",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,111,111,"Affoltern",11,3673,"Domleschg",1823,"Bezirk Hinterrhein",18,"Graubünden / Grigioni / Grischun",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,34,034,"Sihlfeld",3,3292,"Flums",1725,"Wahlkreis Sarganserland",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,81,081,"Seefeld",8,494,"Gals",243,"Verwaltungskreis Seeland",2,"Bern / Berne",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",0
2014,34,034,"Sihlfeld",3,28,"Flaach",102,"Bezirk Andelfingen",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,31,031,"Alt-Wiedikon",3,3292,"Flums",1725,"Wahlkreis Sarganserland",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,55,"Eglisau",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,81,081,"Seefeld",8,1322,"Freienbach",503,"Bezirk Höfe",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,115,115,"Oerlikon",11,1342,"Galgenen",505,"Bezirk March",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,73,073,"Hirslanden",7,3673,"Domleschg",1823,"Bezirk Hinterrhein",18,"Graubünden / Grigioni / Grischun",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,72,072,"Hottingen",7,4135,"Gontenschwil",1905,"Bezirk Kulm",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,21,021,"Wollishofen",2,6621,"Genève",2500,"Canton de Genève",25,"Genève",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,3341,"Gommiswald",1726,"Wahlkreis See-Gaster",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,4029,"Gebenstorf",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,21,021,"Wollishofen",2,4566,"Frauenfeld",2012,"Bezirk Frauenfeld",20,"Thurgau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,23,023,"Leimbach",2,1342,"Galgenen",505,"Bezirk March",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,101,101,"Höngg",10,55,"Eglisau",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,44,044,"Hard",4,1004,"Flühli",316,"Wahlkreis Entlebuch",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,11,011,"Rathaus",1,2196,"Fribourg",1004,"District de la Sarine",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,24,024,"Enge",2,1004,"Flühli",316,"Wahlkreis Entlebuch",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,102,102,"Wipkingen",10,3442,"Gaiserwald",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,122,122,"Schwamendingen-Mitte",12,1004,"Flühli",316,"Wahlkreis Entlebuch",3,"Luzern",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,123,123,"Hirzenbach",12,1630,"Glarus Nord",800,"Kanton Glarus",8,"Glarus",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,73,073,"Hirslanden",7,1322,"Freienbach",503,"Bezirk Höfe",5,"Schwyz",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,82,082,"Mühlebach",8,3442,"Gaiserwald",1721,"Wahlkreis St. Gallen",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,52,052,"Escher Wyss",5,2824,"Frenkendorf",1303,"Bezirk Liestal",13,"Basel-Landschaft",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,11,011,"Rathaus",1,3213,"Goldach",1722,"Wahlkreis Rorschach",17,"St. Gallen",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,5398,"Gambarogno",2104,"Distretto di Locarno",21,"Ticino",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,42,042,"Langstrasse",4,3673,"Domleschg",1823,"Bezirk Hinterrhein",18,"Graubünden / Grigioni / Grischun",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,44,044,"Hard",4,2194,"Ferpicloz",1004,"District de la Sarine",10,"Fribourg / Freiburg",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,122,122,"Schwamendingen-Mitte",12,3732,"Flims",1824,"Bezirk Imboden",18,"Graubünden / Grigioni / Grischun",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,31,031,"Alt-Wiedikon",3,3673,"Domleschg",1823,"Bezirk Hinterrhein",18,"Graubünden / Grigioni / Grischun",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,119,119,"Seebach",11,3732,"Flims",1824,"Bezirk Imboden",18,"Graubünden / Grigioni / Grischun",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,121,121,"Saatlen",12,191,"Dübendorf",109,"Bezirk Uster",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",19
2014,111,111,"Affoltern",11,4028,"Freienwil",1902,"Bezirk Baden",19,"Aargau",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,115,115,"Oerlikon",11,58,"Glattfelden",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",5
2014,61,061,"Unterstrass",6,1630,"Glarus Nord",800,"Kanton Glarus",8,"Glarus",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",2
2014,52,052,"Escher Wyss",5,55,"Eglisau",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",1
2014,83,083,"Weinegg",8,58,"Glattfelden",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",4
2014,44,044,"Hard",4,55,"Eglisau",103,"Bezirk Bülach",1,"Zürich",8100,"Schweiz",13,"Zentraleuropa",1,"Europa",3
